ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR(Click-Through Rate) (%),CPC (Cost per Click),Conversion Rate (%),Cost per Conversion,ROI (%),CTR,CTR,CPC,CPC (Cost per Click),CPA,CPA,ConversionRate,Conversion Rate ,Revenue,Revenue,ROI,ROI
747675,25/08/2017,25/08/2017,936,110913,45-49,M,20,22,21,673,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
747678,25/08/2017,25/08/2017,936,110914,45-49,M,21,27,23,370,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747712,24/08/2017,24/08/2017,936,110919,45-49,M,26,30,29,450,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747790,24/08/2017,24/08/2017,936,110932,30-34,F,10,12,14,2077,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747791,25/08/2017,25/08/2017,936,110932,30-34,F,10,14,13,31393,8,10.96000051,1,1,,,,,,0.000254834,,1.370000064,,10.96000051,,0.125,,50,,3.562043583,
747795,25/08/2017,25/08/2017,936,110933,30-34,F,15,21,18,8410,2,2.359999895,1,1,,,,,,0.000237812,,1.179999948,,2.359999895,,0.5,,50,,20.18644162,
747798,25/08/2017,25/08/2017,936,110934,30-34,F,16,21,20,25884,5,7.350000143,1,0,,,,,,0.00019317,,1.470000029,,7.350000143,,0.2,,0,,-1,
747824,25/08/2017,25/08/2017,936,110938,30-34,F,21,24,23,608,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747828,25/08/2017,25/08/2017,936,110939,30-34,F,22,24,24,28488,10,9.340000033,1,0,,,,,,0.000351025,,0.934000003,,9.340000033,,0.1,,0,,-1,
747852,24/08/2017,24/08/2017,936,110943,30-34,F,26,32,32,10126,3,4.619999886,1,0,,,,,,0.000296267,,1.539999962,,4.619999886,,0.333333333,,0,,-1,
747859,24/08/2017,24/08/2017,936,110944,30-34,F,27,32,33,22572,5,8.5,1,0,,,,,,0.000221513,,1.7,,8.5,,0.2,,0,,-1,
747863,24/08/2017,24/08/2017,936,110944,30-34,F,27,30,33,1955,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747879,24/08/2017,24/08/2017,936,110947,30-34,F,30,36,31,493,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
747903,24/08/2017,24/08/2017,936,110951,30-34,F,63,69,69,1491,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747911,24/08/2017,24/08/2017,936,110952,30-34,F,64,66,66,1495,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
747968,24/08/2017,24/08/2017,936,110962,35-39,F,21,27,24,512,0,0,0,0,,,,,,0,,0,,0,,0,,0,,0,
747991,24/08/2017,24/08/2017,936,110966,35-39,F,25,31,27,4868,2,2.420000076,1,0,,,,,,0.000410846,,1.210000038,,2.420000076,,0.5,,0,,-1,
748000,24/08/2017,24/08/2017,936,110967,35-39,F,26,27,32,6585,2,2.950000048,1,0,,,,,,0.000303721,,1.475000024,,2.950000048,,0.5,,0,,-1,
748007,24/08/2017,24/08/2017,936,110968,35-39,F,27,29,28,10164,2,3.720000029,1,1,,,,,,0.000196773,,1.860000015,,3.720000029,,0.5,,50,,12.44086011,
748014,24/08/2017,24/08/2017,936,110970,35-39,F,29,31,35,11182,4,4.449999809,1,0,,,,,,0.000357718,,1.112499952,,4.449999809,,0.25,,0,,-1,
748045,25/08/2017,25/08/2017,936,110975,35-39,F,63,69,64,1238,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
748086,25/08/2017,25/08/2017,936,110982,40-44,F,16,19,18,34127,8,13.07000017,1,0,,,,,,0.000234418,,1.633750021,,13.07000017,,0.125,,0,,-1,
748087,26/08/2017,26/08/2017,936,110982,40-44,F,16,22,19,29466,7,10.84999967,2,0,,,,,,0.000237562,,1.549999953,,5.424999835,,0.285714286,,0,,-1,
748089,26/08/2017,26/08/2017,936,110982,40-44,F,16,18,21,38759,9,10.84999967,1,0,,,,,,0.000232204,,1.205555519,,10.84999967,,0.111111111,,0,,-1,
748091,26/08/2017,26/08/2017,936,110982,40-44,F,16,17,19,41720,10,12.06000006,1,1,,,,,,0.000239693,,1.206000006,,12.06000006,,0.1,,50,,3.145936961,
748225,26/08/2017,26/08/2017,936,111005,45-49,F,15,16,17,18602,5,8.860000134,1,0,,,,,,0.000268788,,1.772000027,,8.860000134,,0.2,,0,,-1,
748230,26/08/2017,26/08/2017,936,111006,45-49,F,16,17,20,83929,21,27.72999954,4,1,,,,,,0.000250211,,1.320476169,,6.932499885,,0.19047619,,50,,0.803101364,
748231,27/08/2017,27/08/2017,936,111006,45-49,F,16,18,21,25194,6,7.349999905,1,0,,,,,,0.000238152,,1.224999984,,7.349999905,,0.166666667,,0,,-1,
748233,27/08/2017,27/08/2017,936,111006,45-49,F,16,22,18,78627,19,26.53000045,1,0,,,,,,0.000241647,,1.396315813,,26.53000045,,0.052631579,,0,,-1,
748235,26/08/2017,26/08/2017,936,111006,45-49,F,16,18,19,102695,25,39.42999983,3,0,,,,,,0.000243439,,1.577199993,,13.14333328,,0.12,,0,,-1,
748294,26/08/2017,26/08/2017,936,111016,45-49,F,27,32,31,82827,24,47.93000031,3,0,,,,,,0.000289761,,1.997083346,,15.97666677,,0.125,,0,,-1,
748295,26/08/2017,26/08/2017,936,111016,45-49,F,27,31,32,9240,3,6.039999962,1,0,,,,,,0.000324675,,2.013333321,,6.039999962,,0.333333333,,0,,-1,
748303,25/08/2017,25/08/2017,936,111018,45-49,F,29,32,33,7706,2,2.369999886,1,0,,,,,,0.000259538,,1.184999943,,2.369999886,,0.5,,0,,-1,
748314,25/08/2017,25/08/2017,936,111020,45-49,F,31,34,32,7821,4,6.340000153,1,1,,,,,,0.000511444,,1.585000038,,6.340000153,,0.25,,50,,6.886435141,
748341,25/08/2017,25/08/2017,936,111024,45-49,F,64,67,68,1363,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776318,25/08/2017,25/08/2017,936,115484,45-49,F,15,16,19,3569,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776322,25/08/2017,25/08/2017,936,115485,45-49,F,16,21,20,119063,34,53.21999949,1,0,,,,,,0.000285563,,1.565294103,,53.21999949,,0.029411765,,0,,-1,
776323,26/08/2017,26/08/2017,936,115485,45-49,F,16,17,18,99078,23,35.79999948,2,0,,,,,,0.00023214,,1.556521717,,17.89999974,,0.086956522,,0,,-1,
776325,26/08/2017,26/08/2017,936,115485,45-49,F,16,19,20,452398,114,180.2200012,1,0,,,,,,0.000251991,,1.580877204,,180.2200012,,0.00877193,,0,,-1,
776334,26/08/2017,26/08/2017,936,115487,45-49,F,10,12,16,191223,48,76.41000056,1,0,,,,,,0.000251016,,1.591875012,,76.41000056,,0.020833333,,0,,-1,
776336,26/08/2017,26/08/2017,936,115487,45-49,F,10,15,14,22216,6,9.549999952,1,0,,,,,,0.000270076,,1.591666659,,9.549999952,,0.166666667,,0,,-1,
776338,23/08/2017,23/08/2017,936,115487,45-49,F,10,12,11,48291,11,18.01999998,1,0,,,,,,0.000227786,,1.638181816,,18.01999998,,0.090909091,,0,,-1,
776353,23/08/2017,23/08/2017,936,115490,40-44,F,63,66,67,27559,8,13.37,1,0,,,,,,0.000290286,,1.67125,,13.37,,0.125,,0,,-1,
776373,21/08/2017,21/08/2017,936,115493,45-49,F,25,27,27,10194,4,4.590000033,2,1,,,,,,0.000392388,,1.147500008,,2.295000017,,0.5,,50,,9.893246109,
776383,21/08/2017,21/08/2017,936,115495,45-49,F,23,27,29,1168,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776405,21/08/2017,21/08/2017,936,115498,45-49,F,21,25,22,40126,16,25.86000001,1,0,,,,,,0.000398744,,1.616250001,,25.86000001,,0.0625,,0,,-1,
776416,21/08/2017,21/08/2017,936,115500,45-49,F,19,22,20,3659,1,0.49000001,1,1,,,,,,0.000273299,,0.49000001,,0.49000001,,1,,50,,101.0408142,
776430,22/08/2017,22/08/2017,936,115503,30-34,M,10,14,16,3200,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
776464,22/08/2017,22/08/2017,936,115508,45-49,F,29,30,31,7550,1,1.679999948,1,1,,,,,,0.00013245,,1.679999948,,1.679999948,,1,,50,,28.76190568,
776469,22/08/2017,22/08/2017,936,115509,45-49,F,28,33,29,45397,15,25.41999936,1,1,,,,,,0.000330418,,1.694666624,,25.41999936,,0.066666667,,50,,0.966955203,
776473,22/08/2017,22/08/2017,936,115510,30-34,M,16,22,22,23086,2,3.310000062,1,1,,,,,,8.66E-05,,1.655000031,,3.310000062,,0.5,,50,,14.1057399,
776475,21/08/2017,21/08/2017,936,115510,30-34,M,16,21,20,16425,1,1.549999952,1,0,,,,,,6.09E-05,,1.549999952,,1.549999952,,1,,0,,-1,
776476,21/08/2017,21/08/2017,936,115510,30-34,M,16,17,18,43756,5,5.439999938,0,0,,,,,,0.00011427,,1.087999988,,5.439999938,,0,,0,,-1,
776477,21/08/2017,21/08/2017,936,115510,30-34,M,16,22,17,9982,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
776489,21/08/2017,21/08/2017,936,115512,45-49,F,26,31,28,175389,55,81.60999787,1,0,,,,,,0.000313589,,1.483818143,,81.60999787,,0.018181818,,0,,-1,
776494,21/08/2017,21/08/2017,936,115513,30-34,M,15,16,16,7015,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
776515,21/08/2017,21/08/2017,936,115517,45-49,F,65,68,68,12706,3,4.98999989,1,1,,,,,,0.000236109,,1.663333297,,4.98999989,,0.333333333,,50,,9.020040301,
776519,21/08/2017,21/08/2017,936,115517,45-49,F,65,71,67,70702,20,31.7099998,1,0,,,,,,0.000282877,,1.58549999,,31.7099998,,0.05,,0,,-1,
776533,21/08/2017,21/08/2017,936,115520,45-49,F,63,64,68,63927,16,25.52000046,2,0,,,,,,0.000250285,,1.595000029,,12.76000023,,0.125,,0,,-1,
776534,21/08/2017,21/08/2017,936,115520,45-49,F,63,69,67,15105,3,4.25999999,1,0,,,,,,0.00019861,,1.419999997,,4.25999999,,0.333333333,,0,,-1,
776538,21/08/2017,21/08/2017,936,115521,30-34,F,15,16,19,8774,1,1.830000043,1,0,,,,,,0.000113973,,1.830000043,,1.830000043,,1,,0,,-1,
776551,21/08/2017,21/08/2017,936,115523,30-34,F,16,18,22,14459,1,1.389999986,1,0,,,,,,6.92E-05,,1.389999986,,1.389999986,,1,,0,,-1,
776552,22/08/2017,22/08/2017,936,115523,30-34,F,16,17,18,21596,2,2.809999943,1,0,,,,,,9.26E-05,,1.404999972,,2.809999943,,0.5,,0,,-1,
776553,22/08/2017,22/08/2017,936,115523,30-34,F,16,21,17,66765,8,11.04999971,1,0,,,,,,0.000119823,,1.381249964,,11.04999971,,0.125,,0,,-1,
776563,23/08/2017,23/08/2017,936,115525,30-34,F,7,9,13,1369,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776579,23/08/2017,23/08/2017,936,115527,30-34,F,10,13,14,26910,5,7.229999781,1,0,,,,,,0.000185805,,1.445999956,,7.229999781,,0.2,,0,,-1,
776603,23/08/2017,23/08/2017,936,115531,30-34,F,2,3,6,506,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
776615,23/08/2017,23/08/2017,936,115533,45-49,M,63,66,68,11988,3,4.269999862,1,0,,,,,,0.00025025,,1.423333287,,4.269999862,,0.333333333,,0,,-1,
776623,23/08/2017,23/08/2017,936,115535,45-49,M,64,69,65,19353,6,9.4799999,1,1,,,,,,0.000310029,,1.579999983,,9.4799999,,0.166666667,,50,,4.274261659,
776631,23/08/2017,23/08/2017,936,115536,40-44,M,29,35,33,10960,2,2.890000105,1,0,,,,,,0.000182482,,1.445000053,,2.890000105,,0.5,,0,,-1,
776643,23/08/2017,23/08/2017,936,115538,30-34,M,15,18,18,33491,6,10.56999969,2,1,,,,,,0.000179153,,1.761666615,,5.284999845,,0.333333333,,50,,3.730369108,
776644,23/08/2017,23/08/2017,936,115538,30-34,M,15,21,20,20083,2,3.200000048,2,1,,,,,,9.96E-05,,1.600000024,,1.600000024,,1,,50,,14.62499977,
776659,23/08/2017,23/08/2017,936,115541,30-34,M,16,19,22,8817,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776661,23/08/2017,23/08/2017,936,115541,30-34,M,16,18,22,15466,1,0.970000029,1,0,,,,,,6.47E-05,,0.970000029,,0.970000029,,1,,0,,-1,
776662,22/08/2017,22/08/2017,936,115541,30-34,M,16,18,22,27072,3,4.370000005,1,0,,,,,,0.000110816,,1.456666668,,4.370000005,,0.333333333,,0,,-1,
776663,22/08/2017,22/08/2017,936,115541,30-34,M,16,19,22,15753,1,0.569999993,1,1,,,,,,6.35E-05,,0.569999993,,0.569999993,,1,,50,,86.71929932,
776668,22/08/2017,22/08/2017,936,115542,40-44,M,19,21,24,3523,1,1.809999943,1,1,,,,,,0.000283849,,1.809999943,,1.809999943,,1,,50,,26.62431026,
776685,22/08/2017,22/08/2017,936,115545,40-44,M,16,22,17,7745,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
776686,22/08/2017,22/08/2017,936,115545,40-44,M,16,17,21,18709,2,3.319999933,1,0,,,,,,0.0001069,,1.659999967,,3.319999933,,0.5,,0,,-1,
776687,23/08/2017,23/08/2017,936,115545,40-44,M,16,20,20,8022,0,0,2,1,,,,,,0,,0,,0,,2,,50,,50,
776696,22/08/2017,22/08/2017,936,115547,30-34,M,10,11,12,7966,1,1.179999948,1,1,,,,,,0.000125534,,1.179999948,,1.179999948,,1,,50,,41.37288322,
776697,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,13,4132,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776698,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,16,12785,3,4.730000019,2,1,,,,,,0.00023465,,1.576666673,,2.36500001,,0.666666667,,50,,9.570824482,
776699,27/08/2017,27/08/2017,936,115547,30-34,M,10,16,16,8213,1,1.379999995,1,1,,,,,,0.000121758,,1.379999995,,1.379999995,,1,,50,,35.23188419,
776722,27/08/2017,27/08/2017,936,115551,30-34,M,2,4,7,545,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
776725,22/08/2017,22/08/2017,936,115552,40-44,M,23,26,27,2479,1,1.25999999,1,0,,,,,,0.000403388,,1.25999999,,1.25999999,,1,,0,,-1,
776780,22/08/2017,22/08/2017,936,115561,40-44,M,2,4,3,3812,2,3.049999952,1,0,,,,,,0.000524659,,1.524999976,,3.049999952,,0.5,,0,,-1,
776793,22/08/2017,22/08/2017,936,115563,45-49,M,21,23,26,1609,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
776799,22/08/2017,22/08/2017,936,115564,45-49,M,20,22,26,10257,3,3.579999924,1,1,,,,,,0.000292483,,1.193333308,,3.579999924,,0.333333333,,50,,12.96648074,
776817,22/08/2017,22/08/2017,936,115567,40-44,M,10,14,16,12356,4,6.279999971,1,0,,,,,,0.000323729,,1.569999993,,6.279999971,,0.25,,0,,-1,
776825,23/08/2017,23/08/2017,936,115568,45-49,M,18,23,20,7410,1,1.210000038,1,0,,,,,,0.000134953,,1.210000038,,1.210000038,,1,,0,,-1,
776829,23/08/2017,23/08/2017,936,115569,45-49,M,16,20,19,140098,28,46.63000011,1,0,,,,,,0.00019986,,1.665357147,,46.63000011,,0.035714286,,0,,-1,
776831,22/08/2017,22/08/2017,936,115569,45-49,M,16,18,20,107021,20,34.44000012,1,0,,,,,,0.000186879,,1.722000006,,34.44000012,,0.05,,0,,-1,
776840,22/08/2017,22/08/2017,936,115571,35-39,M,36,38,40,2797,1,1.289999962,1,0,,,,,,0.000357526,,1.289999962,,1.289999962,,1,,0,,-1,
776861,22/08/2017,22/08/2017,936,115574,45-49,M,7,9,12,16461,6,9.21999979,1,0,,,,,,0.000364498,,1.536666632,,9.21999979,,0.166666667,,0,,-1,
776892,30/08/2017,30/08/2017,936,115580,40-44,M,63,66,69,17488,5,7.719999909,1,0,,,,,,0.00028591,,1.543999982,,7.719999909,,0.2,,0,,-1,
776928,30/08/2017,30/08/2017,936,115586,35-39,M,10,11,15,9750,2,1.5,1,1,,,,,,0.000205128,,0.75,,1.5,,0.5,,50,,32.33333333,
776935,30/08/2017,30/08/2017,936,115587,45-49,M,36,41,38,1136,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
777105,30/08/2017,30/08/2017,936,115615,45-49,M,63,67,67,4333,1,0.180000007,1,1,,,,,,0.000230787,,0.180000007,,0.180000007,,1,,50,,276.777767,
777130,30/08/2017,30/08/2017,936,115619,35-39,M,16,21,22,6260,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
777131,22/08/2017,22/08/2017,936,115619,35-39,M,16,19,21,6359,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
777166,30/08/2017,30/08/2017,936,115625,30-34,M,63,69,65,2383,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
777187,30/08/2017,30/08/2017,936,115629,40-44,M,27,31,28,11292,3,5.389999866,1,1,,,,,,0.000265675,,1.796666622,,5.389999866,,0.333333333,,50,,8.276438078,
777198,30/08/2017,30/08/2017,936,115631,30-34,M,64,70,69,12729,4,5.779999852,1,0,,,,,,0.000314243,,1.444999963,,5.779999852,,0.25,,0,,-1,
777200,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,70,1898,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
777201,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,65,1882,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
777235,24/08/2017,24/08/2017,936,115637,30-34,M,65,66,67,2883,1,0.99000001,1,1,,,,,,0.000346861,,0.99000001,,0.99000001,,1,,50,,49.50504999,
777248,24/08/2017,24/08/2017,936,115639,30-34,F,7,9,10,3989,1,1.279999971,1,0,,,,,,0.000250689,,1.279999971,,1.279999971,,1,,0,,-1,
777261,24/08/2017,24/08/2017,936,115641,40-44,M,29,31,34,19603,4,5.279999971,1,1,,,,,,0.00020405,,1.319999993,,5.279999971,,0.25,,50,,8.469697022,
777382,25/08/2017,25/08/2017,936,115675,40-44,M,24,26,27,3047,1,1.379999995,1,0,,,,,,0.000328192,,1.379999995,,1.379999995,,1,,0,,-1,
777398,25/08/2017,25/08/2017,936,115677,35-39,M,24,27,30,3029,1,1.049999952,1,1,,,,,,0.000330142,,1.049999952,,1.049999952,,1,,50,,46.6190498,
777410,25/08/2017,25/08/2017,936,115679,45-49,M,26,29,28,3490,1,1.340000033,1,1,,,,,,0.000286533,,1.340000033,,1.340000033,,1,,50,,36.31343192,
777482,25/08/2017,25/08/2017,936,115691,45-49,M,28,32,32,2479,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
777495,25/08/2017,25/08/2017,936,115693,40-44,M,19,25,25,19581,7,10.42999983,2,0,,,,,,0.000357489,,1.489999976,,5.214999915,,0.285714286,,0,,-1,
777519,24/08/2017,24/08/2017,936,115697,45-49,M,29,34,32,19537,5,6.099999905,1,0,,,,,,0.000255925,,1.219999981,,6.099999905,,0.2,,0,,-1,
777625,24/08/2017,24/08/2017,936,115715,45-49,M,16,17,19,59433,12,19.65999949,3,0,,,,,,0.000201908,,1.638333291,,6.553333163,,0.25,,0,,-1,
777627,23/08/2017,23/08/2017,936,115715,45-49,M,16,17,19,157534,33,56.19000077,2,0,,,,,,0.000209479,,1.702727296,,28.09500039,,0.060606061,,0,,-1,
777638,23/08/2017,23/08/2017,936,115717,40-44,M,7,10,12,1781,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
777670,23/08/2017,23/08/2017,936,115723,40-44,M,16,19,19,23769,4,6.029999852,1,0,,,,,,0.000168286,,1.507499963,,6.029999852,,0.25,,0,,-1,
777673,23/08/2017,23/08/2017,936,115723,40-44,M,16,18,17,7101,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
777742,23/08/2017,23/08/2017,936,115735,35-39,M,64,69,68,4726,1,1.830000043,1,1,,,,,,0.000211595,,1.830000043,,1.830000043,,1,,50,,26.32240373,
777758,24/08/2017,24/08/2017,936,115737,30-34,M,19,20,20,5209,1,0.959999979,2,0,,,,,,0.000191975,,0.959999979,,0.47999999,,2,,0,,-1,
777794,24/08/2017,24/08/2017,936,115743,30-34,M,18,23,24,13473,3,2.619999945,3,0,,,,,,0.000222668,,0.873333315,,0.873333315,,1,,0,,-1,
777816,23/08/2017,23/08/2017,936,115747,40-44,M,2,7,7,500,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
777871,23/08/2017,23/08/2017,936,115756,30-34,M,20,26,23,4616,1,1.360000014,1,0,,,,,,0.000216638,,1.360000014,,1.360000014,,1,,0,,-1,
777904,30/08/2017,30/08/2017,936,115762,30-34,M,31,32,33,3279,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
777905,30/08/2017,30/08/2017,936,115762,30-34,M,31,36,36,3288,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778037,28/08/2017,28/08/2017,936,115784,35-39,M,27,29,28,14615,4,6.050000191,1,0,,,,,,0.000273691,,1.512500048,,6.050000191,,0.25,,0,,-1,
778048,28/08/2017,28/08/2017,936,115786,30-34,M,27,28,29,56615,12,19.88000035,2,0,,,,,,0.000211958,,1.656666696,,9.940000175,,0.166666667,,0,,-1,
778085,28/08/2017,28/08/2017,936,115792,30-34,M,26,32,31,11735,3,4.529999971,1,1,,,,,,0.000255646,,1.50999999,,4.529999971,,0.333333333,,50,,10.03752766,
778087,28/08/2017,28/08/2017,936,115792,30-34,M,26,30,32,15910,5,6.779999852,1,0,,,,,,0.000314268,,1.35599997,,6.779999852,,0.2,,0,,-1,
778112,28/08/2017,28/08/2017,936,115796,35-39,M,29,33,35,11446,2,3.090000033,1,1,,,,,,0.000174734,,1.545000017,,3.090000033,,0.5,,50,,15.1812296,
778113,28/08/2017,28/08/2017,936,115796,35-39,M,29,35,35,4595,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778124,28/08/2017,28/08/2017,936,115798,30-34,M,29,34,32,4871,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778148,28/08/2017,28/08/2017,936,115802,35-39,M,28,32,30,3199,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778156,28/08/2017,28/08/2017,936,115804,30-34,M,28,32,31,9388,2,3.140000105,1,0,,,,,,0.000213038,,1.570000053,,3.140000105,,0.5,,0,,-1,
778161,27/08/2017,27/08/2017,936,115804,30-34,M,28,31,33,17954,6,7.5400002,2,1,,,,,,0.000334187,,1.2566667,,3.7700001,,0.333333333,,50,,5.631299559,
778208,27/08/2017,27/08/2017,936,115812,40-44,F,29,32,32,2755,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778264,27/08/2017,27/08/2017,936,115822,40-44,F,27,31,30,8152,1,0.99000001,1,0,,,,,,0.000122669,,0.99000001,,0.99000001,,1,,0,,-1,
778266,27/08/2017,27/08/2017,936,115822,40-44,F,27,32,28,74542,19,34.1500001,1,0,,,,,,0.00025489,,1.797368426,,34.1500001,,0.052631579,,0,,-1,
778421,27/08/2017,27/08/2017,936,115848,40-44,F,20,21,23,6699,2,3.090000033,1,0,,,,,,0.000298552,,1.545000017,,3.090000033,,0.5,,0,,-1,
778422,27/08/2017,27/08/2017,936,115848,40-44,F,20,25,24,11911,4,3.959999919,1,0,,,,,,0.000335824,,0.98999998,,3.959999919,,0.25,,0,,-1,
778461,27/08/2017,27/08/2017,936,115854,40-44,M,29,35,33,10090,2,2.650000095,1,1,,,,,,0.000198216,,1.325000048,,2.650000095,,0.5,,50,,17.86792385,
778471,27/08/2017,27/08/2017,936,115856,30-34,M,32,35,36,1273,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
778483,27/08/2017,27/08/2017,936,115858,40-44,F,18,24,20,24188,5,8.179999828,1,0,,,,,,0.000206714,,1.635999966,,8.179999828,,0.2,,0,,-1,
778529,27/08/2017,27/08/2017,936,115866,30-34,M,31,35,33,2214,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778556,28/08/2017,28/08/2017,936,115870,40-44,M,32,35,38,9735,4,4.130000114,1,1,,,,,,0.000410889,,1.032500029,,4.130000114,,0.25,,50,,11.1065372,
778590,28/08/2017,28/08/2017,936,115876,30-34,M,30,36,36,1371,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
778600,29/08/2017,29/08/2017,936,115878,40-44,F,22,23,25,10750,4,5.389999866,1,0,,,,,,0.000372093,,1.347499967,,5.389999866,,0.25,,0,,-1,
778626,29/08/2017,29/08/2017,936,115882,30-34,M,29,33,35,7629,1,0.720000029,1,1,,,,,,0.000131079,,0.720000029,,0.720000029,,1,,50,,68.44444165,
778628,29/08/2017,29/08/2017,936,115882,30-34,M,29,35,30,4608,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778674,29/08/2017,29/08/2017,936,115890,35-39,M,29,31,30,3732,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778689,30/08/2017,30/08/2017,936,115892,30-34,M,28,32,32,7453,1,1.679999948,1,1,,,,,,0.000134174,,1.679999948,,1.679999948,,1,,50,,28.76190568,
778722,30/08/2017,30/08/2017,936,115898,35-39,F,64,70,67,41785,14,19.10000038,1,0,,,,,,0.000335048,,1.364285741,,19.10000038,,0.071428571,,0,,-1,
778737,30/08/2017,30/08/2017,936,115900,35-39,M,27,32,30,8077,2,3.579999924,1,1,,,,,,0.000247617,,1.789999962,,3.579999924,,0.5,,50,,12.96648074,
778756,30/08/2017,30/08/2017,936,115904,35-39,F,63,65,65,5602,1,1.580000043,1,0,,,,,,0.000178508,,1.580000043,,1.580000043,,1,,0,,-1,
778804,30/08/2017,30/08/2017,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1,,,,,,0.000323415,,1.375,,2.75,,0.5,,50,,17.18181818,
778808,29/08/2017,29/08/2017,936,115912,30-34,M,26,28,29,1738,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
778964,29/08/2017,29/08/2017,936,115938,35-39,F,27,33,28,112460,25,41.29000068,1,0,,,,,,0.000222301,,1.651600027,,41.29000068,,0.04,,0,,-1,
779057,29/08/2017,29/08/2017,936,115954,40-44,M,15,21,21,4414,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
779106,28/08/2017,28/08/2017,936,115962,35-39,F,30,35,36,14670,7,9.410000324,1,0,,,,,,0.000477164,,1.344285761,,9.410000324,,0.142857143,,0,,-1,
779438,28/08/2017,28/08/2017,936,116031,30-34,F,64,66,69,33144,9,13.40999985,1,0,,,,,,0.000271542,,1.489999983,,13.40999985,,0.111111111,,0,,-1,
779453,29/08/2017,29/08/2017,936,116033,45-49,M,64,68,70,4397,1,0.949999988,1,0,,,,,,0.000227428,,0.949999988,,0.949999988,,1,,0,,-1,
779488,29/08/2017,29/08/2017,936,116039,45-49,M,65,68,69,1006,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
779573,29/08/2017,29/08/2017,936,116053,35-39,F,10,13,16,89527,24,32.28999996,1,0,,,,,,0.000268076,,1.345416665,,32.28999996,,0.041666667,,0,,-1,
779608,29/08/2017,29/08/2017,936,116059,35-39,F,15,18,16,2459,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
779609,29/08/2017,29/08/2017,936,116059,35-39,F,15,20,18,7116,2,1.730000019,1,1,,,,,,0.000281057,,0.86500001,,1.730000019,,0.5,,50,,27.90173379,
779622,29/08/2017,29/08/2017,936,116061,30-34,F,15,18,17,8613,1,0.889999986,2,0,,,,,,0.000116104,,0.889999986,,0.444999993,,2,,0,,-1,
